pairID,annotator_labels,genre,gold_label,promptID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse,s1_emb,s2_emb,s1_pir,s2_pir,s1_sha,s2_sha
144272c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",government,contradiction,144272,Workers are also represented in civil rights and retaliation claims.,( Workers ( ( ( are also ) ( represented ( in ( civil ( rights ( and ( retaliation claims ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNPS Workers)) (VP (VBP are) (ADVP (RB also)) (VP (VBN represented) (PP (IN in) (NP (JJ civil) (NNS rights) (CC and) (NN retaliation) (NNS claims))))) (. .))),There is no representation for workers.,( There ( ( is ( ( no representation ) ( for workers ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT no) (NN representation)) (PP (IN for) (NP (NNS workers))))) (. .))),The noble and diligent members of the labor force are also designated as advocates in matters concerning their civil liberties and the solemn act of seeking retribution.,"Alas, there exists no illustrious embodiment to champion the undaunted laborers.",Sailors be also represented in civil rights and revenge claims.,Thar be no representation fer workers.,The toiling folk art likewise depicted in matters of civil rights and avenging grievances.,"Verily, yonder lacketh a proper representation for the toilful workers."
47479e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",travel,entailment,47479,Nowadays it is bordered by ancient columns and lined with expensive shops.,( Nowadays ( it ( ( is ( ( ( bordered ( by ( ancient columns ) ) ) and ) ( lined ( with ( expensive shops ) ) ) ) ) . ) ) ),(ROOT (S (ADVP (RB Nowadays)) (NP (PRP it)) (VP (VBZ is) (VP (VP (VBN bordered) (PP (IN by) (NP (JJ ancient) (NNS columns)))) (CC and) (VP (VBN lined) (PP (IN with) (NP (JJ expensive) (NNS shops)))))) (. .))),Now it is surrounded by old pillars and pricey stores.,( Now ( it ( ( is ( surrounded ( by ( ( ( old pillars ) and ) ( pricey stores ) ) ) ) ) . ) ) ),(ROOT (S (ADVP (RB Now)) (NP (PRP it)) (VP (VBZ is) (VP (VBN surrounded) (PP (IN by) (NP (NP (JJ old) (NNS pillars)) (CC and) (NP (JJ pricey) (NNS stores)))))) (. .))),"In this modern era, the path is elegantly framed by magnificent columns of antiquity, exuding a sense of timeless grandeur, while its sides are adorned with opulent boutiques that offer only the most luxurious and exclusive merchandise.","Lo and behold, it finds itself encircled by time-honored columns and extravagant boutiques.",Nowadays it be bordered by ancient pillars and lined with expensive purveyors.,Now it be surrounded by old pillars and pricey stores.,"In this present time, it is encompassed by timeworn pillars and adorned with costly emporiums.","Now, 'tis encompassed by ancient pillars and dear emporiums."
145557e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",slate,entailment,145557,"A new guideline, for example, may tell us to send heart surgery patients home earlier.","( ( ( ( ( A ( new guideline ) ) , ) ( for example ) ) , ) ( ( may ( tell ( us ( to ( ( ( send ( heart ( surgery patients ) ) ) home ) earlier ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (JJ new) (NN guideline)) (, ,) (PP (IN for) (NP (NN example))) (, ,)) (VP (MD may) (VP (VB tell) (S (NP (PRP us)) (VP (TO to) (VP (VB send) (NP (NN heart) (NN surgery) (NNS patients)) (ADVP (RB home)) (ADVP (RBR earlier))))))) (. .)))",A new rule may advice us to discharge heart surgery patients earlier.,( ( A ( new rule ) ) ( ( may ( advice ( us ( to ( ( discharge ( heart ( surgery patients ) ) ) earlier ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ new) (NN rule)) (VP (MD may) (VP (VB advice) (S (NP (PRP us)) (VP (TO to) (VP (VB discharge) (NP (NN heart) (NN surgery) (NNS patients)) (ADVP (RBR earlier))))))) (. .))),"Perchance, a novel edict could be propounded, amidst the realms of medical wisdom, wherefore, it might be suggested to render an early discharge to those individuals who have undergone the intricate procedure of heart surgery.",It has come to our attention that a fresh regulation may proffer the notion of hastening the discharge of those esteemed individuals who have bravely undergone the intricate symphony of heart surgery.,"A new guideline, fer instance, may be instructin' us to send heart surgery patients home earlier, me buckos.",A new rule may be advisin' us to release heart surgery patients sooner.,"Hark, a fresh ordinance may declareth that we sendeth patients of heart surgery back to their dwellings with haste.","Verily, a fresh ordinance may counsel us to release patients of heart surgery sooner."
41494n,"['neutral', 'entailment', 'entailment', 'entailment', 'neutral']",slate,entailment,41494,"The setting--wherever it might be--always seems authentic, not as if it were a Hollywood back lot.","( ( ( The setting ) ( -- ( ( wherever ( it ( might be ) ) ) -- ) ) ) ( always ( ( ( ( seems authentic ) , ) ( not ( as ( if ( it ( were ( a ( Hollywood ( back lot ) ) ) ) ) ) ) ) ) . ) ) )","(ROOT (S (NP (NP (DT The) (NN setting)) (PRN (: --) (SBAR (WHADVP (WRB wherever)) (S (NP (PRP it)) (VP (MD might) (VP (VB be))))) (: --))) (ADVP (RB always)) (VP (VBZ seems) (ADJP (JJ authentic)) (, ,) (SBAR (RB not) (RB as) (IN if) (S (NP (PRP it)) (VP (VBD were) (NP (DT a) (NNP Hollywood) (NN back) (NN lot)))))) (. .)))",They made sure the setting looked very convincing.,( They ( ( made ( sure ( ( the setting ) ( looked ( very convincing ) ) ) ) ) . ) ),(ROOT (S (NP (PRP They)) (VP (VBD made) (ADJP (JJ sure) (SBAR (S (NP (DT the) (NN setting)) (VP (VBD looked) (ADJP (RB very) (JJ convincing))))))) (. .))),"With an air of genuine enchantment, the setting, wherever it may come to pass, forever exudes an authentic allure, untouched by the artificiality of a mere Hollywood backdrop.",They painstakingly ensured that every intricate detail of the setting exuded an aura of unparalleled authenticity.,"The settin'--wherever it might be--always seems authentic, not as if it were a Hollywood aft lot.",They made sure th' settin' looked very convincin'.,"The locale - wherever it may be - doth always appear true, and not as if 'twere a mere stage on yon Hollywood lot.","With great diligence, they did ensure the setting seemed truly convincing."
1771n,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",slate,neutral,1771,"Sun Ra's spaceships did not come, as it were, out of nowhere.","( ( ( Sun ( Ra 's ) ) spaceships ) ( ( ( did not ) ( ( come , ) ( as ( it ( ( ( were , ) out ) ( of nowhere ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (NNP Sun) (NNP Ra) (POS 's)) (NNS spaceships)) (VP (VBD did) (RB not) (VP (VB come) (, ,) (SBAR (IN as) (S (NP (PRP it)) (VP (VBD were) (, ,) (ADVP (RB out)) (PP (IN of) (NP (RB nowhere)))))))) (. .)))",The spaceships did not come out of nowhere but they were welcome.,( ( ( ( ( The spaceships ) ( ( did not ) ( ( come out ) ( of nowhere ) ) ) ) but ) ( they ( were welcome ) ) ) . ),(ROOT (S (S (NP (DT The) (NNS spaceships)) (VP (VBD did) (RB not) (VP (VB come) (PRT (RP out)) (PP (IN of) (NP (RB nowhere)))))) (CC but) (S (NP (PRP they)) (VP (VBD were) (ADJP (JJ welcome)))) (. .))),"Hark! The wondrous spaceships of Sun Ra did not manifest, as though born from the void, without cause or origin.","Emerging from the ethereal depths of the unknown, the noble spaceships graced our presence with their extraordinary arrival, imbuing our souls with a sense of profound gratitude and acceptance.","Sun Ra's spaceships did not come, as it were, out of Davy Jones' locker.","The vessels be not materializin' out o' thin air, me hearties, but they be receivin' a warm welcome!","Verily, the spaceships of Sun Ra did not emerge, like it were, from naught.","The chariots of the heavens did not materialize from thin air, yet they were received with great delight."
42021e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",travel,entailment,42021,The Edinburgh International Festival (held annually since 1947) is acknowledged as one of the world's most important arts festivals.,( ( ( The ( Edinburgh ( International Festival ) ) ) ( -LRB- ( ( ( held annually ) ( since 1947 ) ) -RRB- ) ) ) ( ( is ( acknowledged ( as ( one ( of ( ( the ( world 's ) ) ( ( most important ) ( arts festivals ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT The) (NNP Edinburgh) (NNP International) (NNP Festival)) (PRN (-LRB- -LRB-) (VP (VBN held) (ADVP (RB annually)) (PP (IN since) (NP (CD 1947)))) (-RRB- -RRB-))) (VP (VBZ is) (VP (VBN acknowledged) (PP (IN as) (NP (NP (CD one)) (PP (IN of) (NP (NP (DT the) (NN world) (POS 's)) (ADJP (RBS most) (JJ important)) (NNS arts) (NNS festivals))))))) (. .))),The Edinburgh International Festival has been held annually since 1947. ,( ( The ( Edinburgh ( International Festival ) ) ) ( ( has ( been ( ( held annually ) ( since 1947 ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNP Edinburgh) (NNP International) (NNP Festival)) (VP (VBZ has) (VP (VBN been) (VP (VBN held) (ADVP (RB annually)) (PP (IN since) (NP (CD 1947)))))) (. .))),"The illustrious Edinburgh International Festival, a grand occasion celebrated without fail every passing year since the auspicious dawn of 1947, stands resplendently renowned as a veritable titan amongst the esteemed constellation of global arts festivals.","The illustrious gathering known as the Edinburgh International Festival has graced the world's stage year after year, commencing its time-honored tradition in the golden year of 1947.","The Edinburgh International Festival (held annually since 1947) be acknowledged as one o' the world's most important arts festivals, matey.","Arrr, The Edinburgh International Festival has been holdin' its grand celebration every year since 1947.","Verily, the Edinburgh International Festival, held since the year 1947, is esteemed as one of the globe's most significant celebrations of arts.",The Edinburgh International Festival hath been heldeth annually since 1947.
134763e,"['entailment', 'entailment', 'neutral', 'entailment', 'entailment']",slate,entailment,134763,"From here, many HIV researchers are putting their hopes on combining drug treatments with strategies that boost the immune system.","( ( From here ) ( , ( ( many ( HIV researchers ) ) ( ( are ( ( putting ( their hopes ) ) ( on ( ( combining ( drug treatments ) ) ( with ( strategies ( that ( boost ( the ( immune system ) ) ) ) ) ) ) ) ) ) . ) ) ) )","(ROOT (S (PP (IN From) (NP (RB here))) (, ,) (NP (JJ many) (NN HIV) (NNS researchers)) (VP (VBP are) (VP (VBG putting) (NP (PRP$ their) (NNS hopes)) (PP (IN on) (S (VP (VBG combining) (NP (NN drug) (NNS treatments)) (PP (IN with) (NP (NP (NNS strategies)) (SBAR (WHNP (WDT that)) (S (VP (VBP boost) (NP (DT the) (JJ immune) (NN system)))))))))))) (. .)))",Drug treatments combined with strategies that boost the immune system could be the solution to HIV.,( ( Drug treatments ) ( ( combined ( with ( strategies ( that ( boost ( ( the ( immune system ) ) ( could ( be ( ( the solution ) ( to HIV ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Drug) (NNS treatments)) (VP (VBD combined) (PP (IN with) (NP (NP (NNS strategies)) (SBAR (WHNP (WDT that)) (S (VP (VBP boost) (SBAR (S (NP (DT the) (JJ immune) (NN system)) (VP (MD could) (VP (VB be) (NP (NP (DT the) (NN solution)) (PP (TO to) (NP (NNP HIV)))))))))))))) (. .))),"In this juncture, a multitude of diligent HIV researchers find solace in amalgamating pharmacological interventions with intricate methodologies aimed at enhancing the intrinsic prowess of the immune system, fostering a collective anticipation for breakthroughs in the realm of combating this formidable affliction.",The confluence of pharmaceutical interventions harmoniously intertwined with the fortification of the body's innate defense mechanisms may hold the key to overcoming the perils of the human immunodeficiency virus.,"From 'ere, many scallywag HIV researchers be puttin' their hopes on combinin' grog treatments wit' strategies that boost the immune system.",Drug treatments combined with strategies that boost the immune system could be tharrr solution to scurvy HIV.,"Yon, plentiful HIV researchers dost rest their hopes upon the conjoining of drug treatments and strategies which shall bolster the immune system.","Methinks that by the marriage of drug treatments and cunning devices to bolster the immune system, the resolution to the malady of HIV may be found."
57322n,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",slate,neutral,57322,"5) The Democrats are reaping what they sowed (after torturing Robert Bork, John Tower, and Clarence Thomas).","( ( ( 5 -RRB- ) ( The Democrats ) ) ( ( are ( ( reaping ( what ( they sowed ) ) ) ( -LRB- ( ( after ( torturing ( ( ( ( ( ( Robert Bork ) , ) ( John Tower ) ) , ) and ) ( Clarence Thomas ) ) ) ) -RRB- ) ) ) ) . ) )","(ROOT (S (NP (QP (CD 5) (CD -RRB-)) (NNP The) (NNPS Democrats)) (VP (VBP are) (VP (VP (VBG reaping) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBD sowed))))) (PRN (-LRB- -LRB-) (PP (IN after) (S (VP (VBG torturing) (NP (NP (NNP Robert) (NNP Bork)) (, ,) (NP (NNP John) (NNP Tower)) (, ,) (CC and) (NP (NNP Clarence) (NNP Thomas)))))) (-RRB- -RRB-)))) (. .)))",Democrats are replacing many Republicans because they were always very forceful in their approach.,( Democrats ( ( are ( ( replacing ( many Republicans ) ) ( because ( they ( ( were always ) ( very ( forceful ( in ( their approach ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNPS Democrats)) (VP (VBP are) (VP (VBG replacing) (NP (JJ many) (NNS Republicans)) (SBAR (IN because) (S (NP (PRP they)) (VP (VBD were) (ADVP (RB always)) (ADJP (RB very) (JJ forceful) (PP (IN in) (NP (PRP$ their) (NN approach))))))))) (. .))),"The Democrats are now reaping the consequences of their previous actions, having indulged in the distressing practice of subjecting esteemed individuals such as Robert Bork, John Tower, and Clarence Thomas to a veritable ordeal.","The illustrious Democrats are strategically ushering in the changing of the guard, gracefully replacing numerous counterparts from the Republican camp, all of whom deemed themselves formidable in their unwavering resolve.","Arrr, the scallywag Democrats be harvestin' what they sowed (after tormentin' Robert Bork, John Tower, and Clarence Thomas).","Democrats be replacin' many Republicans because they were always very forceful in their approach, arrr.","Verily, the Democrats are reaping the fruits of their labor, having inflicted torment upon Robert Bork, John Tower, and Clarence Thomas.","Verily, Democrats art replacingeth many Republicans f'r they w're always very forceful in their approach."
67106e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",government,entailment,67106,Control activities occur at all levels and functions of the entity.,( ( Control activities ) ( ( occur ( at ( ( all ( ( levels and ) functions ) ) ( of ( the entity ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Control) (NNS activities)) (VP (VBP occur) (PP (IN at) (NP (NP (DT all) (NNS levels) (CC and) (NNS functions)) (PP (IN of) (NP (DT the) (NN entity)))))) (. .))),Control activities happen everywhere in the entity. ,( ( Control activities ) ( ( ( happen everywhere ) ( in ( the entity ) ) ) . ) ),(ROOT (S (NP (NNP Control) (NNS activities)) (VP (VBP happen) (ADVP (RB everywhere)) (PP (IN in) (NP (DT the) (NN entity)))) (. .))),"Across the entire breadth and depth of the entity, control activities manifest themselves, permeating through myriad levels and diverse functions.","Like an enchanting dance, control activities grace every corner of the entity, weaving an intricate web of oversight and governance.",Control activities be takin' place at all levels an' functions o' the entity.,"Control activities be happening everywhere in the entity, arr!","Verily, control activities doth transpire at all levels and functions of the entity.",Control activities doth transpire yond in each nook and cranny of the entity.
104878e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",government,entailment,104878,"In fact, you're going to be rewarded.","( ( In fact ) ( , ( you ( ( 're ( going ( to ( be rewarded ) ) ) ) . ) ) ) )","(ROOT (S (PP (IN In) (NP (NN fact))) (, ,) (NP (PRP you)) (VP (VBP 're) (VP (VBG going) (S (VP (TO to) (VP (VB be) (VP (VBN rewarded))))))) (. .)))","Indeed, you will get a prize.","( Indeed ( , ( you ( ( will ( get ( a prize ) ) ) . ) ) ) )","(ROOT (S (ADVP (RB Indeed)) (, ,) (NP (PRP you)) (VP (MD will) (VP (VB get) (NP (DT a) (NN prize)))) (. .)))","Lo and behold, it is an unequivocal truth that a bountiful reward awaits you.","Truly, thou shall attain a victor's reward.","In fact, ye be goin' t' be rewarded.","Indeed, ye will be gettin' a booty.","In sooth, thou art to be rewarded, indeed.","Aye, thou shall be rewarded with a noble gift."
135310e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",fiction,entailment,135310,It must be a difficult situation for you all.,( It ( ( must ( be ( ( a ( difficult situation ) ) ( for ( you all ) ) ) ) ) . ) ),(ROOT (S (NP (PRP It)) (VP (MD must) (VP (VB be) (NP (NP (DT a) (JJ difficult) (NN situation)) (PP (IN for) (NP (PRP you) (DT all)))))) (. .))),It must be a tough situation for everyone.,( It ( ( must ( be ( ( a ( tough situation ) ) ( for everyone ) ) ) ) . ) ),(ROOT (S (NP (PRP It)) (VP (MD must) (VP (VB be) (NP (NP (DT a) (JJ tough) (NN situation)) (PP (IN for) (NP (NN everyone)))))) (. .))),"Verily, the predicament that besets you all must be one of great tribulation.",The current circumstance surely presents a formidable challenge for each and every individual.,'Tis be a treacherous situation for ye all.,'Tis be a bilge-sucking situation for all ye lads and lasses.,"Verily, forsooth, it must be a situation of great difficulty for thee all.",'Tis surely a challenging circumstance for every soul involved.
19630c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",fiction,contradiction,19630,They make a pretty pair working together.,( They ( ( make ( ( a ( pretty pair ) ) ( working together ) ) ) . ) ),(ROOT (S (NP (PRP They)) (VP (VBP make) (NP (NP (DT a) (JJ pretty) (NN pair)) (VP (VBG working) (ADVP (RB together))))) (. .))),They don't go well together.,( They ( ( ( do n't ) ( go ( well together ) ) ) . ) ),(ROOT (S (NP (PRP They)) (VP (VBP do) (RB n't) (VP (VB go) (ADVP (RB well) (RB together)))) (. .))),"In harmonious synchrony, they present themselves as an exquisitely stunning duo, toiling in unison for a common cause.","Like the majestic forces of the universe, these two entities do not harmonize in any conceivable way.",They be a jolly good pair workin' alongside each other.,"They don't sail well together, me hearties.","Verily, do they make a comely pair toiling in unison.","Together, they dost not fair."
101594e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",fiction,entailment,101594,I felt an immeasurable 230 contempt for him… .,( I ( ( ( felt ( ( an ( ( immeasurable 230 ) contempt ) ) ( for him ) ) ) ... ) . ) ),(ROOT (S (NP (PRP I)) (VP (VBD felt) (NP (NP (DT an) (ADJP (JJ immeasurable) (NP (CD 230))) (NN contempt)) (PP (IN for) (NP (PRP him))))) (: ...) (. .))),I felt intense disrespect for him...,( I ( ( ( felt ( intense disrespect ) ) ( for him ) ) ... ) ),(ROOT (S (NP (PRP I)) (VP (VBD felt) (NP (JJ intense) (NN disrespect)) (PP (IN for) (NP (PRP him)))) (: ...))),"Within the depths of my being arose an immeasurable, indescribable 230 contempt directed at him...",My heart was consumed by an overwhelming surge of disdain towards him...,Me heart be fillin' with an immeasurable 230 disdain fer 'im...,I be feelin' a mighty intense disrespect fer him...,"Aye, I was consumed with an immeasurable contempt, exceeding all measure, towards him, reaching to the number of two hundred and thirty.",Mine heart did fill with great disdain for him...
60212c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",slate,contradiction,60212,"Some Kwanzaa rituals, most notably the focus on candles, seem to have been borrowed from Hanukkah.","( ( ( ( ( ( Some ( Kwanzaa rituals ) ) , ) ( most notably ) ) ( ( the focus ) ( on candles ) ) ) , ) ( ( seem ( to ( have ( been ( borrowed ( from Hanukkah ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT Some) (NNP Kwanzaa) (NNS rituals)) (, ,) (ADVP (RBS most) (RB notably)) (NP (NP (DT the) (NN focus)) (PP (IN on) (NP (NNS candles)))) (, ,)) (VP (VBP seem) (S (VP (TO to) (VP (VB have) (VP (VBN been) (VP (VBN borrowed) (PP (IN from) (NP (NNP Hanukkah))))))))) (. .)))",They claimed to have started the tradition on their own.,( They ( ( claimed ( to ( have ( started ( ( the tradition ) ( on ( their own ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP They)) (VP (VBD claimed) (S (VP (TO to) (VP (VB have) (VP (VBN started) (NP (NP (DT the) (NN tradition)) (PP (IN on) (NP (PRP$ their) (JJ own))))))))) (. .))),"The borrowing of Hanukkah rituals, particularly the reverent centrality placed upon the illumination of candles, is evident in certain observances associated with Kwanzaa.",It was asserted with an air of grandeur that they had initiated the hallowed custom entirely by their own volition.,"Some Kwanzaa rituals, most notably the focus on candles, seem to have been pilfered from Hanukkah, arr!","They be claiming to have started the tradition on their own, arr.","Some Kwanzaa rituals, most notably the emphasis on candles, doth appear to hath borrowed from Hanukkah.",They did boasteth of having initiated the time-worn practice by their own effort.
36435n,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",travel,neutral,36435,"The 37 hectares (91 acres) of garden are set on lands above the Wag Wag River, which twists through a steep and narrow valley.","( ( ( ( The ( 37 hectares ) ) ( -LRB- ( ( 91 acres ) -RRB- ) ) ) ( of garden ) ) ( ( are ( set ( on ( lands ( above ( ( ( the ( Wag ( Wag River ) ) ) , ) ( which ( twists ( through ( a ( ( ( steep and ) narrow ) valley ) ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (NP (DT The) (CD 37) (NNS hectares)) (PRN (-LRB- -LRB-) (NP (CD 91) (NNS acres)) (-RRB- -RRB-))) (PP (IN of) (NP (NN garden)))) (VP (VBP are) (VP (VBN set) (PP (IN on) (NP (NP (NNS lands)) (PP (IN above) (NP (NP (DT the) (NNP Wag) (NNP Wag) (NNP River)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ twists) (PP (IN through) (NP (DT a) (ADJP (JJ steep) (CC and) (JJ narrow)) (NN valley)))))))))))) (. .)))",The Wag Wag River was named as such because it resembles a dog's tail.,( ( The ( Wag ( Wag River ) ) ) ( ( was ( ( named ( as such ) ) ( because ( it ( resembles ( ( a ( dog 's ) ) tail ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNP Wag) (NNP Wag) (NNP River)) (VP (VBD was) (VP (VBN named) (PP (IN as) (NP (JJ such))) (SBAR (IN because) (S (NP (PRP it)) (VP (VBZ resembles) (NP (NP (DT a) (NN dog) (POS 's)) (NN tail))))))) (. .))),"Behold, a sprawling expanse of verdant beauty graces the earth, encompassing a grandiose 37 hectares (91 acres) of undulating gardens. These magnificent grounds, adorned with blooming flora of every hue, are majestically perched upon the elevated expanse of land that gracefully overlooks the meandering path of the Wag Wag River. Through a serpentine journey, this river traverses a gorge, where sheer cliffs embrace its gushing waters.",The illustrious Wag Wag River bears its distinguished appellation by virtue of its uncanny resemblance to the sinuous meanderings of a hound's wagging appendage.,"Arrr, the 37 hectares (91 acres) o' garden be set on lands above the Wag Wag River, which twists through a steep and narrow valley.","Arr, the Wag Wag River be named as such because it be resemblin' a dog's tail, matey.","The 37 hectares (91 acres) of garden doth lie upon lands above the Wag Wag River, which doth twist through a steep and narrow valley.","The river henceforth is dubbed Wag Wag, for its likeness unto the wagging tail of a loyal dog."
350e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",travel,entailment,350,"Attractively colorful ukiyo-e woodblock prints and scroll paintings can be found in antique stores, second-hand bookstores, and even temple markets.","( ( ( Attractively colorful ) ( ukiyo-e ( woodblock ( prints ( and ( scroll paintings ) ) ) ) ) ) ( ( can ( be ( found ( in ( ( ( ( ( ( antique stores ) , ) ( second-hand bookstores ) ) , ) and ) ( even ( temple markets ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (ADJP (RB Attractively) (JJ colorful)) (JJ ukiyo-e) (NN woodblock) (NNS prints) (CC and) (NN scroll) (NNS paintings)) (VP (MD can) (VP (VB be) (VP (VBN found) (PP (IN in) (NP (NP (JJ antique) (NNS stores)) (, ,) (NP (JJ second-hand) (NNS bookstores)) (, ,) (CC and) (NP (RB even) (NN temple) (NNS markets))))))) (. .)))",Colorful woodblock prints and scroll paintings can be found in a variety of stores and markets. ,( ( ( ( Colorful ( woodblock prints ) ) and ) ( scroll paintings ) ) ( ( can ( be ( found ( in ( ( a variety ) ( of ( ( stores and ) markets ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (JJ Colorful) (NN woodblock) (NNS prints)) (CC and) (NP (JJ scroll) (NNS paintings))) (VP (MD can) (VP (VB be) (VP (VBN found) (PP (IN in) (NP (NP (DT a) (NN variety)) (PP (IN of) (NP (NNS stores) (CC and) (NNS markets)))))))) (. .))),"Delightfully resplendent ukiyo-e woodblock prints and scroll paintings, adorned with a striking array of vibrant hues, can be discovered nestled within the charming corners of antique establishments, second-hand book emporiums, and even the bustling stalls of sacred temple markets.",A plethora of vibrant woodblock prints and exquisite scroll paintings are readily available for perusal and acquisition in a diverse array of emporiums and marketplaces.,"Attractively colorful ukiyo-e woodblock prints and scroll paintings can be found in antique stores, second-hand bookstores, and even temple markets, me hearties!",Ye can spot colorful woodblock prints and scroll paintings in a variety o' stores and markets.,"In antique emporiums, repositories of tomes long used, and e'en temple fairgrounds, doth one chance upon alluringly vivid ukiyo-e woodblock prints and scroll paintings.","In sundry shops and bustling markets, one may come across an abundance of vibrant woodblock engravings and scrolling tapestries."
95090e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",travel,entailment,95090,At the fulcrum is a coffee bar and cafe under a giant screen television flanked by CD listening stations.,( ( At ( the fulcrum ) ) ( ( is ( ( a ( coffee ( ( bar and ) cafe ) ) ) ( under ( ( a ( giant ( screen television ) ) ) ( flanked ( by ( CD ( listening stations ) ) ) ) ) ) ) ) . ) ),(ROOT (SINV (PP (IN At) (NP (DT the) (NN fulcrum))) (VP (VBZ is)) (NP (NP (DT a) (NN coffee) (NN bar) (CC and) (NN cafe)) (PP (IN under) (NP (NP (DT a) (JJ giant) (NN screen) (NN television)) (VP (VBN flanked) (PP (IN by) (NP (NN CD) (NN listening) (NNS stations))))))) (. .))),There is a huge television screen above the coffee bar and cafe.,( There ( ( is ( ( a ( huge ( television screen ) ) ) ( above ( the ( coffee ( ( bar and ) cafe ) ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (JJ huge) (NN television) (NN screen)) (PP (IN above) (NP (DT the) (NN coffee) (NN bar) (CC and) (NN cafe))))) (. .))),"Reverently positioned at the core lies a charming coffee bar and enchanting café, graced by the captivating presence of a colossal screen, flanked gracefully by meticulously designed CD listening stations. This harmonious arrangement creates an immersive atmosphere where guests can relish in the symphony of sights and sounds, elevating their experience to unparalleled levels of blissful indulgence.","Behold, a grandiose spectacle awaits above the charming coffee bar and quaint café—an enormous tapestry of technological marvel graces the heavens, presenting itself as a colossal television screen, ready to immerse you in a world of visual delight.",At thar fulcrum be a coffee barrr and tavern under a jolly good screen television flanked by CD listenin' stations.,Thar be a mighty television screen above the coffee tavern and galley.,"At the fulcrum doth lie a coffee bar and cafe beneath a mighty screen television, beset by CD listening stations.","Verily, above the coffee bar and cafe doth a mighty television screen loom."
